,Energy,Iterations,Dipole Moment,Eigens,Derivatives,Derivative Time,Wall Time
dimethyl_sulfide,-477.83530576,14,0.6376562,"[-89.01169756, -10.24475663, -10.24475425, -7.99105741, -5.92808574, -5.92488549, -5.91907147, -0.82047723, -0.72583119, -0.6149491, -0.45603245, -0.45408778, -0.43810048, -0.42015518, -0.37540834, -0.32691994, -0.23135271]","[-1e-06, -5.7e-05, -0.001368, -1e-06, 6.1e-05, -0.001356, 0.000258, -0.000818, 0.003707, 0.0, 0.001547, 0.000184, 0.000745, 0.000461, -0.001137, -0.000745, 0.000461, -0.001136, 0.0, -0.001547, 0.000184, -0.000745, -0.000461, -0.001136, 0.000745, -0.000461, -0.001137]",-1,262.4
beryllium_monochloride,-474.80716989,11,0.3323195,"[-101.70086897, -9.52857067, -7.2588169, -7.25640648, -7.25640632, -4.12836151, -0.84361092, -0.42427964, -0.35719826, -0.35719825, -0.23126138]","[-0.0, -0.0, -0.00569, 6.9e-05, 0.000387, -0.003632]",-1,299.8
n_propyl_chloride,-578.51893488,28,0.8677173,"[-101.69052551, -10.28803962, -10.24039129, -10.23079289, -9.51607818, -7.25017532, -7.24219919, -7.2421371, -0.87988876, -0.7991532, -0.6891244, -0.61403403, -0.49970271, -0.45966699, -0.44255832, -0.42607195, -0.38024205, -0.37303741, -0.35778395, -0.30641991, -0.306255]","[-0.006502, 0.003171, -0.000216, -0.002835, 0.007419, 0.0, 0.003939, -0.006337, -2e-06, -0.009705, 0.00256, -2e-06, 0.000923, -0.008397, 0.01224, 0.000921, -0.008396, -0.012237, -0.000817, 0.007293, 0.01069, -0.000817, 0.007294, -0.01069, 0.001733, -0.007176, 0.01064, 0.001733, -0.007176, -0.01064, 0.009069, 0.010599, -0.0]",-1,554.1
chloroform,-1418.89841825,11,0.445445,"[-101.73164585, -101.73159358, -101.73159023, -10.41589711, -9.5574191, -9.55741699, -9.55740668, -7.29204228, -7.29204009, -7.29202978, -7.28314677, -7.28314457, -7.28313666, -7.28310952, -7.28310742, -7.28309871, -0.97884987, -0.86746632, -0.86746075, -0.67984619, -0.53568586, -0.49663705, -0.49663477, -0.37658286, -0.37658123, -0.34898733, -0.34137604, -0.34137365, -0.32424736]","[3.4e-05, 2e-06, 0.028585, 1e-06, 0.0, -0.00674, -0.004595, 8e-05, -0.006713, 0.002811, -0.003307, -0.006663, 0.002661, 0.003485, -0.006835]",-1,501.4
phosphorus_monosulfide,-739.29877637,15,0.2517181,"[-89.05102463, -77.26421759, -8.03120896, -6.66134146, -5.96547373, -5.96394433, -5.96384485, -4.79865128, -4.79754578, -4.79293605, -0.79351554, -0.55731895, -0.3620676, -0.35470197, -0.34293444, -0.2109252]","[0.000414, 0.000584, -0.012008, -0.00016, 1.7e-05, 0.006748]",-1,522.7
cyclopropane,-117.800986,11,0.0002663281,"[-10.22126805, -10.22081264, -10.22080856, -0.8764493, -0.61448276, -0.61447971, -0.50997436, -0.47934528, -0.37324111, -0.37323618, -0.30798554, -0.30798186]","[-0.0, 2e-06, 0.002086, 0.0, 0.002041, -0.001151, -0.0, -0.002038, -0.001152, 0.000973, -0.0, 0.00041, 0.000963, 0.000343, -0.000194, 0.000963, -0.000343, -0.000194, -0.000973, -0.0, 0.00041, -0.000963, 0.000343, -0.000194, -0.000963, -0.000343, -0.000194]",-1,140.3
formyl_radical,-113.77635021,17,0.6745625,"[-19.27832332, -10.3377813, -1.13515613, -0.65458024, -0.52465585, -0.45725642, -0.45047955, -0.2461903]","[-0.073007, 0.022046, 3e-06, 0.021074, 0.014331, 1e-06, 0.042649, -0.010032, 1.8e-05]",-1,181.1
spiropentane,-195.12033858,11,1.88067e-06,"[-10.23670677, -10.22235112, -10.22233685, -10.222091, -10.22209094, -0.90751772, -0.82080004, -0.62109472, -0.62109468, -0.55704583, -0.5000017, -0.48638206, -0.48638205, -0.38410262, -0.37023017, -0.36165381, -0.29904495, -0.29904495, -0.28370372]","[1e-06, -1e-06, 0.0, 0.007437, -1e-06, 0.003972, -0.007437, 0.0, 0.003973, 1e-06, -0.007437, -0.003971, 0.0, 0.007438, -0.003972, -0.001326, -0.001075, -0.000807, -0.001326, 0.001075, -0.000806, 0.001326, 0.001075, -0.000806, 0.001326, -0.001076, -0.000807, 0.001076, 0.001326, 0.000807, -0.001075, 0.001326, 0.000806, -0.001075, -0.001326, 0.000806, 0.001075, -0.001326, 0.000806]",-1,235.5
acetonitrile,-132.50774157,17,1.837979,"[-14.38241835, -10.29263118, -10.27329508, -0.93975398, -0.88053852, -0.60777813, -0.52074837, -0.39552641, -0.38074316, -0.35411135, -0.29845294]","[-0.005002, 0.020276, -2.4e-05, -0.013213, -0.001972, -1e-06, 0.007051, -0.014749, 4e-06, 0.038983, -0.009913, 0.033425, 0.039005, -0.009902, -0.033393, -0.066552, 0.016437, -9e-06]",-1,151.9
disilane,-582.35993549,11,8.113108e-07,"[-66.23161445, -66.23161357, -5.31996403, -5.31986108, -3.65372954, -3.65324641, -3.65324611, -3.65318307, -3.65318272, -3.65304187, -0.58790327, -0.52220088, -0.37938522, -0.37938022, -0.35329855, -0.35329268, -0.30489997]","[-0.000328, 1e-06, 0.00529, 0.000332, -1.7e-05, -0.005285, -0.005068, -0.0, -0.003195, 0.00252, -0.00436, -0.003178, 0.00252, 0.00436, -0.003178, 0.005068, 0.0, 0.003195, -0.00252, -0.00436, 0.003178, -0.00252, 0.00436, 0.003178]",-1,221.2
methylene_chloride,-959.42870957,11,0.657361,"[-101.71791687, -101.71790996, -10.3479892, -9.54352185, -9.5435216, -7.27795005, -7.2779467, -7.26958525, -7.26958503, -7.26920774, -7.26920669, -0.93329229, -0.8524054, -0.69246777, -0.52005552, -0.48252296, -0.46455915, -0.34905138, -0.34567288, -0.32657873, -0.32310138]","[-0.0, 0.0, 0.018951, 0.009555, 0.0, -0.005938, -0.009555, -0.0, -0.005938, 0.000154, -0.00014, -0.0007, -8.3e-05, 4.8e-05, -0.000603]",-1,301.8
methlidyne_radical,-38.44086198,9,0.5634664,"[-10.34142776, -0.66918028, -0.33830479, -0.27162878]","[-0.0, 1.6e-05, -0.004738, 0.0, -0.0, 0.005488]",-1,64.0
trifluoro_acetonitrile,-430.23502182,12,0.6087191,"[-24.85227357, -24.85224214, -24.85223593, -14.44063971, -10.5498868, -10.31184755, -1.40596674, -1.31545059, -1.31544001, -0.98327156, -0.82043338, -0.70403078, -0.67006355, -0.67005857, -0.5387426, -0.53874053, -0.50568964, -0.50568474, -0.49406331, -0.47965536, -0.42501001, -0.40609009, -0.40608971]","[0.000101, -0.0, -0.012578, -4e-06, 0.0, -0.016337, 2.4e-05, 1e-06, 0.020504, 0.005631, 2e-06, 0.002905, -0.002726, 0.004927, 0.003033, -0.002721, -0.004927, 0.003026]",-1,375.7
acetyl_radical,-153.07596776,15,1.043273,"[-19.25323337, -10.32992183, -10.25873139, -1.11669739, -0.79289592, -0.57386988, -0.49031739, -0.48338049, -0.478262, -0.40878456, -0.40749353, -0.21872335]","[-0.001138, -0.000155, 1e-06, 0.024732, -0.048498, 0.0, 0.000803, 0.000933, -0.0, 0.000621, 0.000305, 0.001191, 0.000621, 0.000305, -0.001191, -0.033645, 0.016354, -5e-06]",-1,339.2
silylene_t,-290.47252335,10,0.02227383,"[-66.26885175, -5.35409081, -3.69111594, -3.69034327, -3.68375744, -0.55018275, -0.38831232, -0.27624623, -0.21133465]","[0.00012, -0.000515, 0.031239, -0.0, 0.006969, -0.003443, -0.0, -0.006969, -0.003443]",-1,189.8
oxygen_water,-152.78332117,28,0.9766947,"[-19.23650621, -19.17944512, -1.07127472, -1.01280312, -0.57744607, -0.52645417, -0.43988062, -0.38430166, -0.35721345, -0.30721515]","[-0.0015, -0.000882, 0.000437, 0.001292, 0.001569, 0.001474, -9.1e-05, 0.002233, -0.00044, 0.001879, -0.001418, -0.000477, -0.000168, 4e-05, -0.003202, -0.001266, -0.001601, 0.001472]",-1,180.5
chlorine_monofluoride,-559.79195937,12,0.3214699,"[-101.79201067, -24.83053761, -9.61167454, -7.35169513, -7.33513799, -7.3351379, -1.28143262, -0.8606402, -0.5594554, -0.51348975, -0.5134896, -0.3485351, -0.34853497]","[-4e-06, 1.9e-05, -0.00581, 0.000133, -2.6e-05, 0.007212]",-1,157.0
sodium_hydride,-162.75181559,9,2.442713,"[-38.55221243, -2.25567669, -1.16845106, -1.16845095, -1.16566349, -0.18843886]","[-0.000112, -0.00014, 0.001988, 0.0, -0.0, -0.000108]",-1,42.9
nitrogen_tribromide,-7776.36014846,23,0.2117563,"[-483.24270213, -483.24261565, -483.24251624, -62.65838946, -62.65833753, -62.65833411, -56.42994776, -56.42986045, -56.42983357, -56.4253807, -56.42533299, -56.42530286, -56.4252768, -56.42526694, -56.42522421, -14.54841984, -8.81246267, -8.8124119, -8.81240255, -6.62479025, -6.62473893, -6.62473466, -6.61068407, -6.61062958, -6.6106257, -6.61060961, -6.61055695, -6.61055305, -2.71055699, -2.71049128, -2.71046697, -2.70648645, -2.70644191, -2.70641554, -2.70640773, -2.7063661, -2.70635448, -2.69466901, -2.69466618, -2.69461584, -2.69461283, -2.69461046, -2.69460813, -0.99073842, -0.8221646, -0.82213738, -0.70448832, -0.48842239, -0.48841144, -0.44478828, -0.35372678, -0.35371912, -0.31878385, -0.31876787, -0.30407395, -0.29026578]","[0.008673, -0.000123, -1.6e-05, -0.00334, 0.000262, -0.000407, -0.002401, 0.000903, -0.003089, -0.002466, 0.001016, 0.002732]",-1,1799.2
phosphorus_pentafluoride,-840.42550531,16,0.0001153345,"[-77.46793205, -24.84175901, -24.84174031, -24.84172758, -24.7975139, -24.79751245, -6.8362481, -4.97525788, -4.97525663, -4.97238598, -1.37972694, -1.31621005, -1.31620203, -1.27717262, -1.24536227, -0.7409815, -0.6424887, -0.6424838, -0.6288684, -0.57126319, -0.57125784, -0.54991539, -0.54991281, -0.5241152, -0.50828792, -0.48663833, -0.47152471, -0.47152397, -0.44618726, -0.44618206]","[-0.000454, -0.001088, -0.001242, -0.0043, -3.3e-05, 1.2e-05, 0.002253, -0.00376, 1.2e-05, 0.00227, 0.003738, 4e-06, -5.1e-05, 0.0, -0.001238, -4.3e-05, 1e-05, 0.001219]",-1,745.0
aminyl_radical,-55.84128488,10,0.6966732,"[-14.41953408, -0.88631168, -0.49413833, -0.350652, -0.33716999]","[1.8e-05, 0.0, 0.001182, 1e-06, -0.000896, -0.001182, 1e-06, 0.000896, -0.001182]",-1,85.3
allene,-116.55886103,11,8.636594e-07,"[-10.25300571, -10.23181453, -10.23177403, -0.81786979, -0.72828993, -0.53986361, -0.46772946, -0.46065721, -0.46065717, -0.28410496, -0.28410495]","[-0.0, -1e-06, -3e-06, -2e-06, 0.0, 0.010345, 1e-06, 2e-06, -0.010346, -0.0, 0.00202, 0.000905, -0.0, -0.00202, 0.000905, 0.00202, 0.0, -0.000905, -0.00202, 0.0, -0.000905]",-1,124.4
methane,-40.47871896,9,8.229109e-08,"[-10.20039093, -0.71501965, -0.4041791, -0.40417909, -0.40417908]","[0.0, 0.0, 0.0, -0.000519, -0.000519, -0.000519, -0.000519, 0.000519, 0.000519, 0.000519, -0.000519, 0.000519, 0.000519, 0.000519, -0.000519]",-1,35.2
carbon_monosulfide,-436.06225902,13,0.7634625,"[-89.07398187, -10.33090941, -8.05785901, -5.99075746, -5.9907573, -5.98961093, -0.86008121, -0.54174176, -0.37117048, -0.37117047, -0.32726808]","[-1e-06, 2e-06, -0.007159, -0.000344, 0.000173, 0.008915]",-1,140.4
sulfur_hexafluoride,-996.83699602,26,5.747986e-06,"[-89.43011171, -24.83882425, -24.8388225, -24.83880976, -24.83880742, -24.83880707, -24.83878255, -8.35605742, -6.29457203, -6.29457189, -6.29457174, -1.45256338, -1.32822353, -1.32822246, -1.32822238, -1.27559854, -1.27559773, -0.84222961, -0.69706629, -0.69706561, -0.69706555, -0.59592963, -0.59592959, -0.59592907, -0.55740712, -0.55740634, -0.50210182, -0.5021018, -0.50210158, -0.49973806, -0.49973803, -0.49973745, -0.45584439, -0.45584435, -0.45584373]","[3e-06, -1.2e-05, -4.7e-05, 2e-06, 5e-06, -0.002393, 5e-06, -0.002392, -8e-06, -0.002395, -5e-06, -2e-06, -4e-06, 0.002383, 1e-06, 0.002387, 3e-06, -1e-06, -1e-06, -5e-06, 0.002396]",-1,1460.6
nonane,-354.72959125,11,0.03533071,"[-10.21203553, -10.21203538, -10.21021823, -10.21007282, -10.20994723, -10.20978924, -10.20974081, -10.20427293, -10.20427201, -0.83788337, -0.81797732, -0.78535063, -0.74184578, -0.69064157, -0.63761764, -0.5983027, -0.59228058, -0.58726009, -0.50074201, -0.48260928, -0.45430628, -0.44953736, -0.44311402, -0.41953475, -0.41418689, -0.4139963, -0.38390589, -0.38051079, -0.35974508, -0.35416215, -0.3504977, -0.33863071, -0.33553931, -0.33184942, -0.32829783, -0.32802655, -0.30707509]","[-0.0, -0.0, 0.00483, -0.0, 5.3e-05, -0.004727, 0.0, -5.2e-05, -0.004726, 1e-06, 0.000106, 0.004752, -1e-06, -0.0001, 0.004753, -1e-06, -0.000796, -0.00479, 0.0, 0.000795, -0.00479, 1e-06, 0.00276, 0.002616, 0.0, -0.00276, 0.002616, -0.000688, -0.0, -0.001001, 0.000688, -0.0, -0.001001, -0.000702, -1.1e-05, 0.001009, 0.000702, -1.1e-05, 0.001009, 0.000702, 1.1e-05, 0.001009, -0.000702, 1.1e-05, 0.001009, -0.00072, -5.2e-05, -0.000999, 0.00072, -5.2e-05, -0.000999, 0.00072, 5.2e-05, -0.000999, -0.00072, 5.2e-05, -0.000999, 0.000901, -0.000202, 0.001101, -0.000901, -0.000202, 0.001101, -0.000901, 0.000202, 0.001101, 0.000901, 0.000202, 0.001101, -0.0, -0.001321, 0.000675, 0.001118, -0.000476, -0.001046, -0.001118, -0.000475, -0.001046, 0.0, 0.00132, 0.000675, -0.001118, 0.000476, -0.001046, 0.001118, 0.000475, -0.001046]",-1,719.1
furan,-229.86204536,12,0.2584173,"[-19.27803546, -10.27608981, -10.27607583, -10.22786026, -10.22738544, -1.14311789, -0.82675569, -0.7691759, -0.61870074, -0.59049195, -0.56287245, -0.47172153, -0.46136694, -0.4260221, -0.41227602, -0.39150528, -0.29836934, -0.24567035]","[1e-06, 1e-06, 0.013255, -3e-06, 0.007836, 0.003494, 1e-06, -0.007836, 0.003494, 1e-06, 0.00585, -0.010325, -0.0, -0.00585, -0.010325, 0.0, 3.8e-05, -0.000195, 0.0, -3.8e-05, -0.000195, -0.0, -0.002462, -0.000918, 0.0, 0.002462, -0.000918]",-1,261.6
methanol_radical,-114.97665641,13,0.8087412,"[-19.26039468, -10.28006874, -1.0572063, -0.70135901, -0.50475019, -0.47995412, -0.45619745, -0.35407147, -0.3106712]","[-0.004429, -0.02198, 2e-06, 0.000363, 0.014547, -1.4e-05, 0.00163, 0.001421, -0.0, 0.00144, 0.000311, -0.001185, 0.00144, 0.000311, 0.001185]",-1,160.6
sodium_lithium,-169.67940998,9,0.147682,"[-38.54417959, -2.24640502, -2.02511643, -1.1582803, -1.15828028, -1.15822296, -0.13600784]","[-0.0, -0.0, 0.00082, -0.000121, 1.5e-05, -0.000235]",-1,45.6
ethylene_oxide,-153.68673501,11,0.7374122,"[-19.22359994, -10.2769826, -10.27659178, -1.10884898, -0.70234155, -0.65603921, -0.53534978, -0.50198341, -0.41440965, -0.40081658, -0.33407478, -0.29295749]","[-4e-06, 1.3e-05, 0.005774, 1e-06, 0.005179, -0.00585, 1e-06, -0.005179, -0.005853, -3.7e-05, -0.001408, 0.000752, 3.7e-05, -0.001408, 0.000752, 3.7e-05, 0.001408, 0.000752, -3.7e-05, 0.001408, 0.000752]",-1,110.9
chlorine_diatomic,-920.11988,11,4.193111e-06,"[-101.76264975, -101.76264299, -9.58516223, -9.58509664, -7.32255231, -7.32238037, -7.30973944, -7.3097391, -7.30973106, -7.30973073, -0.96159079, -0.789976, -0.48936321, -0.42744982, -0.42744982, -0.32049363, -0.32049362]","[-5e-06, 0.000344, 0.00293, -8.9e-05, -7.9e-05, -0.002938]",-1,216.0
aziridine,-133.82424349,11,0.6666228,"[-14.38211416, -10.25112836, -10.25035173, -0.98088694, -0.67967006, -0.63469752, -0.53542929, -0.48403205, -0.38992435, -0.3580116, -0.35264933, -0.26511473]","[-0.002805, -0.011005, 0.001821, 0.002558, 0.0069, 0.008132, 0.006028, 0.007227, -0.007951, -0.002695, -0.002174, -0.001463, 0.000286, -0.007122, 0.0009, -0.001097, 0.006745, -0.002279, 0.000673, -0.000671, -0.000473, -0.00103, 0.000208, 0.001405]",-1,107.5
methoxyethane,-194.20284235,12,0.4710745,"[-19.20777548, -10.26654503, -10.25977176, -10.21001626, -1.06107218, -0.78428008, -0.69298007, -0.62460184, -0.50217019, -0.49743362, -0.46715591, -0.43320567, -0.39574289, -0.37357672, -0.36446932, -0.33639798, -0.27284605]","[-0.004459, -0.012806, 1.2e-05, -0.000936, 0.007312, -0.0, 0.006985, 0.005318, -1e-06, -0.001164, -0.002285, -3e-06, -0.000336, 0.001222, 0.001032, -0.000336, 0.001222, -0.001032, -0.000146, -0.001515, -0.0, 0.000345, 0.000853, -0.000857, 0.000346, 0.000853, 0.000858, 0.000556, -0.000516, -0.00094, 0.000556, -0.000516, 0.00094, -0.001053, 0.001303, -0.0]",-1,231.5
ethane,-79.75802555,10,1.019911e-06,"[-10.20873323, -10.20849191, -0.77322143, -0.63326461, -0.4473265, -0.44732079, -0.37659316, -0.35396743, -0.35396127]","[0.0, 8e-05, 0.009178, -2e-06, -8.2e-05, -0.00918, -0.0, -0.000356, -0.000669, 0.000279, 0.00016, -0.000667, -0.000278, 0.00016, -0.000667, 0.0, 0.000356, 0.000669, -0.000279, -0.00016, 0.000667, 0.000279, -0.00016, 0.000667]",-1,71.2
carbon_tetrabromide,-10333.712001,21,2.16377e-05,"[-483.2328872, -483.23288597, -483.23288304, -483.23284378, -62.64925555, -62.64925442, -62.64925321, -62.64924946, -56.42019932, -56.42019824, -56.42019498, -56.42018549, -56.41642852, -56.416426, -56.41642272, -56.41642136, -56.4164184, -56.41641439, -56.41641236, -56.41640196, -10.45026034, -8.80354433, -8.803544, -8.80354257, -8.80353871, -6.61430115, -6.61430058, -6.61429926, -6.61429533, -6.6026317, -6.60263107, -6.60263099, -6.60263019, -6.60263001, -6.60262936, -6.60262619, -6.60262572, -2.70045283, -2.70040853, -2.70040776, -2.70040478, -2.69696863, -2.69696852, -2.6969641, -2.69696254, -2.69696239, -2.69693863, -2.69693677, -2.69693634, -2.68719953, -2.68719942, -2.68719928, -2.68719805, -2.68719785, -2.68719624, -2.68719337, -2.68719326, -0.93408719, -0.81924948, -0.81924931, -0.81924782, -0.62967362, -0.47841233, -0.47841216, -0.47841142, -0.3604684, -0.36046822, -0.33406481, -0.33406444, -0.33406441, -0.30468248, -0.30468179, -0.30468161]","[-1e-06, -6e-06, -5e-06, 0.000771, 0.001277, 0.000795, -0.000241, -0.000567, 0.001191, -0.000897, 0.001224, -0.000716, 0.000786, -0.00136, -0.000977]",-1,2468.7
beryllium_diatomic,-29.283703,9,3.415855e-07,"[-4.11111241, -4.11107532, -0.30531351, -0.19218606]","[-0.0, -0.0, 0.001226, -0.0, -0.0, -0.001226]",-1,27.9
tetrachloroethylene,-1916.42981765,12,3.501362e-06,"[-101.74457312, -101.74455557, -101.744544, -101.7445113, -10.37073072, -10.36989657, -9.56964074, -9.56963911, -9.5696385, -9.5696361, -7.3042493, -7.30424831, -7.30424655, -7.30424644, -7.29569484, -7.29569208, -7.29568986, -7.29568729, -7.29523553, -7.29523493, -7.2952315, -7.29523094, -0.9924156, -0.93779951, -0.89458377, -0.87105613, -0.75673576, -0.59113709, -0.53351362, -0.53170801, -0.47405096, -0.45999009, -0.4058936, -0.38229853, -0.3734081, -0.37072491, -0.36454707, -0.35827667, -0.32859953, -0.26978713]","[-2e-06, 0.0, 0.007119, -2e-06, -0.0, -0.007121, 1.3e-05, 0.005089, 0.004616, 3.8e-05, -0.005021, 0.004885, -0.000179, -0.00505, -0.004699, -1.1e-05, 0.005088, -0.004721]",-1,858.6
silicon_monoxide,-364.57474109,12,1.238232,"[-66.28125305, -19.19210916, -5.36484367, -3.69981267, -3.69981259, -3.69307219, -0.96939777, -0.45349532, -0.34910902, -0.34910901, -0.32436301]","[7.2e-05, -0.000126, -0.006587, -0.0, -1.2e-05, 0.006314]",-1,133.3
trimethylamine,-174.33327714,28,0.2520815,"[-14.37675482, -10.23690278, -10.2369019, -10.23687486, -0.94905666, -0.72310615, -0.72308855, -0.60649492, -0.48223095, -0.47909848, -0.4790904, -0.40470773, -0.40470171, -0.37526813, -0.37054323, -0.3705402, -0.22769517]","[-4.4e-05, 7.1e-05, 0.000855, 0.00234, 0.002192, 0.01572, -0.002849, 0.00088, 0.015633, 0.000713, -0.003043, 0.015599, 0.001682, 0.001625, -0.010065, -0.00225, 0.000647, -0.010081, 0.000573, -0.002277, -0.010086, -0.010284, 0.003234, -0.002954, 0.002889, -0.010421, -0.002966, 0.002343, -0.010519, -0.002954, 0.007588, 0.007698, -0.002955, 0.007971, 0.007339, -0.002965, -0.010469, 0.002707, -0.002968]",-1,418.8
carbonyl_fluoride,-312.86808986,14,0.4379185,"[-24.85257371, -24.85256545, -19.25973857, -10.48953805, -1.3819055, -1.30992293, -1.14948577, -0.72746514, -0.65578628, -0.60733241, -0.5780295, -0.51067907, -0.50244412, -0.48988804, -0.42594144, -0.38222756]","[-2e-06, 2e-06, 0.010365, -1e-06, -0.0, -0.009079, 6e-06, 0.003734, -0.002144, 2e-06, -0.003734, -0.002143]",-1,244.4
phosphorus_mononitride,-395.9143903,13,1.133263,"[-77.25388232, -14.42242957, -6.65628161, -4.79181542, -4.79181532, -4.78691183, -0.87676136, -0.51266046, -0.34978161, -0.3497816, -0.34239958]","[-6e-06, 4e-06, -0.019284, 0.000483, 1.8e-05, 0.021657]",-1,136.7
carbon_tetrachloride,-1878.36396629,13,1.642687e-05,"[-101.74290368, -101.74288113, -101.74288054, -101.74287988, -10.47547696, -9.56865762, -9.56865709, -9.56865666, -9.5686508, -7.30357385, -7.30357343, -7.30357265, -7.30357014, -7.29418956, -7.29418951, -7.29418933, -7.29418907, -7.29418893, -7.2941884, -7.29418799, -7.29418758, -1.01211491, -0.8812533, -0.88125296, -0.88125251, -0.65262203, -0.52352157, -0.52352134, -0.52352111, -0.3969388, -0.39693875, -0.36853777, -0.36853769, -0.36853756, -0.33487973, -0.33487956, -0.33487931]","[-0.0, -0.0, 2e-06, 0.001336, 0.001157, 0.001306, -0.00131, -0.001271, 0.001194, -0.00126, 0.001255, -0.001252, 0.001247, -0.001263, -0.001284]",-1,911.2
acrylonitrile,-170.69439942,28,1.610402,"[-14.39833499, -10.29035741, -10.27956295, -10.27364651, -0.93380589, -0.84647246, -0.68322432, -0.56159772, -0.50149716, -0.43575178, -0.39960618, -0.38785413, -0.35324748, -0.30907254]","[-0.008025, 0.007132, 1e-06, 0.00374, -0.010245, 0.0, -0.056396, -0.015519, -1e-06, -0.000276, 0.001886, 0.0, -0.001689, 2.3e-05, -0.0, -0.001129, -0.001684, -0.0, 0.063597, 0.018422, 2e-06]",-1,291.7
sodium_hydroxide,-237.99346553,11,2.623303,"[-38.54782484, -19.05168232, -2.25235936, -1.16566734, -1.16566731, -1.16373782, -0.84326731, -0.34791113, -0.19312207, -0.19312207]","[2e-06, 2e-05, -0.011486, -1.1e-05, -1.2e-05, 0.002865, 0.0, 0.0, 0.009167]",-1,99.7
methylene_t,-39.11874194,10,0.2351234,"[-10.27737871, -0.70506386, -0.47487184, -0.29734137, -0.26341042]","[-2.6e-05, -0.0, 0.018701, 1e-06, 0.003653, -0.000783, 1e-06, -0.003653, -0.000783]",-1,85.3
carbon_monophosphide,-379.15011551,21,0.3843359,"[-77.23907764, -10.32748476, -6.63955632, -4.77614037, -4.77243079, -4.77243038, -0.75794349, -0.48144094, -0.34924331, -0.31762395, -0.31762393]","[2e-06, 0.0, -0.038059, -6.4e-05, -5.2e-05, 0.010205]",-1,423.2
formic_acid,-189.64573665,14,0.576778,"[-19.27835163, -19.20943218, -10.36753865, -1.15688157, -1.06666394, -0.68675597, -0.56080076, -0.52049143, -0.47844145, -0.42992459, -0.35861857, -0.30839814]","[0.029401, -0.010604, 2e-06, 0.009907, 0.013329, -3e-06, -0.0077, -0.015565, 4e-06, -0.032422, 0.007116, -0.0, 0.001099, 0.005658, -0.0]",-1,158.5
aluminum_trifluoride,-541.96301609,13,3.605552e-05,"[-56.2091323, -24.7601478, -24.76012098, -24.76011922, -4.23843867, -2.77369672, -2.76685624, -2.76685621, -1.21542355, -1.20330041, -1.20329254, -0.53197005, -0.49028938, -0.49028369, -0.46907911, -0.4577477, -0.45774388, -0.4506767, -0.45066963, -0.43297334]","[8e-06, 4.8e-05, 0.000322, -2e-06, -0.0, 0.002356, -2e-06, 0.002092, -0.001201, -5e-06, -0.002083, -0.001205]",-1,316.1
vinyl_radical,-77.83587511,16,0.2746296,"[-10.26127151, -10.23293303, -0.79530054, -0.59964184, -0.48263504, -0.44842606, -0.30387193, -0.25628236]","[0.022982, -0.023175, 9e-06, -0.01853, 0.005407, 9e-06, -0.00027, -0.000205, 0.0, 0.001766, -0.003348, 1e-06, 0.000953, 6.3e-05, 1e-06]",-1,162.3
nitrous_oxide,-184.55628051,12,0.02202775,"[-19.30978537, -14.61593382, -14.48467395, -1.28107989, -1.1182708, -0.6305842, -0.58713505, -0.58713504, -0.49967857, -0.36185552, -0.36185551]","[-1e-06, -1e-06, -0.026842, -1e-06, -1e-06, 0.010103, 3e-06, 2e-06, 0.016538]",-1,123.6
2_butyne,-155.84560328,19,2.75897e-05,"[-10.2455039, -10.2454941, -10.21617518, -10.21378, -0.80253021, -0.76060308, -0.68390856, -0.49057221, -0.44404406, -0.44048222, -0.44048216, -0.42694634, -0.42694624, -0.26176964, -0.26176947]","[1e-06, -7e-06, 0.014727, -0.0, -6e-06, -0.014726, 2e-06, -0.000169, -0.002805, 2e-06, -0.000169, 0.002805, -0.0, 0.014414, 0.004706, -0.012476, -0.0072, 0.004709, 0.012475, -0.007199, 0.004709, -0.0, 0.014414, -0.004706, 0.012475, -0.007199, -0.004709, -0.012476, -0.0072, -0.004709]",-1,260.8
hydrogen_diatomic,-1.1690601,7,3.000345e-10,"[-0.44117667]","[0.0, 0.0, 0.002259, 0.0, -0.0, -0.002259]",-1,7.1
beryllium_dihydride,-15.87602281,8,3.483151e-09,"[-4.05846703, -0.36107626, -0.3249892]","[0.0, 0.0, -0.0, 0.0, 0.0, -0.001696, 0.0, 0.0, 0.001696]",-1,19.4
beryllium_monohydride,-15.22702168,9,0.1028055,"[-4.10027609, -0.35768254, -0.2090084]","[0.0, 0.0, -0.007204, 0.0, 0.0, 4.7e-05]",-1,41.6
sodium_monoxide,-237.30371557,15,3.117641,"[-38.56009918, -19.11696794, -2.26402585, -1.17787002, -1.17702886, -1.17450743, -0.82845271, -0.28383805, -0.22975842, -0.21823484]","[-4.8e-05, 6.9e-05, -2.2e-05, -7e-06, -8e-06, -0.003633]",-1,223.2
phosphino_radical,-342.39295579,11,0.2251631,"[-77.22315679, -6.62352994, -4.76504262, -4.75700163, -4.75425904, -0.65668721, -0.40104363, -0.32529153, -0.26443594]","[-0.000218, -0.000636, 0.001786, 0.0, 0.001545, 0.001497, 1e-06, -0.001545, 0.001497]",-1,211.5
boron_monochloride,-484.82750415,10,0.6356885,"[-101.7551763, -9.58298624, -7.31300748, -7.31079715, -7.31079685, -6.89755062, -0.91212734, -0.5283128, -0.40714498, -0.40714496, -0.27466344]","[-0.0, -0.0, -0.000369, 0.000325, -0.000125, -0.002794]",-1,123.7
