,Energy,Iterations,Dipole Moment,Eigens,Derivatives,Derivative Time,Wall Time
dimethyl_sulfide,-478.10259593,28,0.6187838,"[-88.84252402, -10.19496589, -10.1949641, -7.9237498, -5.88719174, -5.88391611, -5.87789398, -0.80029934, -0.7073988, -0.60040809, -0.44561405, -0.44376323, -0.42806927, -0.41131375, -0.36716402, -0.31858315, -0.22368867]","[-1e-06, -0.005538, 0.002207, -1e-06, 0.005539, 0.00221, 0.000358, -0.000968, -0.002389, 0.0, 0.002052, 0.000913, 0.001557, 0.000148, -0.001362, -0.001557, 0.000148, -0.001362, 0.0, -0.002052, 0.000913, -0.001557, -0.000148, -0.001362, 0.001557, -0.000148, -0.001362]",-1,432.3
beryllium_monochloride,-475.00862886,11,0.3597078,"[-101.51640784, -9.45387396, -7.21114364, -7.20888543, -7.20888529, -4.10220774, -0.82318898, -0.41106343, -0.34543139, -0.34543137, -0.22217424]","[-0.0, 0.0, -0.006864, 4.1e-05, 0.000451, -0.006479]",-1,275.9
n_propyl_chloride,-578.8440467,28,0.8604514,"[-101.50773137, -10.23743659, -10.19081653, -10.1820584, -9.44311372, -7.20446593, -7.1962896, -7.19623357, -0.85868502, -0.77893691, -0.67185123, -0.59913621, -0.48845477, -0.44847293, -0.43172497, -0.41685555, -0.37137845, -0.36541447, -0.35118347, -0.2972186, -0.29717748]","[0.002727, 0.000455, -3.1e-05, -0.006703, 0.013227, 0.0, 0.00448, -0.01021, 5e-06, -0.01394, 0.003709, 1e-06, 0.000853, -0.008703, 0.013029, 0.000853, -0.008703, -0.013029, -0.001037, 0.007449, 0.01117, -0.001037, 0.007449, -0.01117, 0.001592, -0.007414, 0.011035, 0.001592, -0.007414, -0.011035, 0.009137, 0.011004, -0.0]",-1,572.6
chloroform,-1419.44146218,15,0.4413214,"[-101.54848293, -101.54842996, -101.54842038, -10.36165046, -9.4840553, -9.48405233, -9.48403696, -7.24598915, -7.24598619, -7.24597031, -7.23682959, -7.23682666, -7.23681294, -7.23680758, -7.2368047, -7.23679033, -0.95600321, -0.84788895, -0.8478812, -0.66367009, -0.52319003, -0.48406638, -0.48406261, -0.3654147, -0.36541246, -0.33970602, -0.33135009, -0.33134628, -0.31408963]","[5e-05, -1e-05, 0.020032, 3e-06, 0.0, -0.004907, -0.009739, 1e-05, -0.00538, 0.005569, -0.007918, -0.005272, 0.005384, 0.008009, -0.005321]",-1,612.0
phosphorus_monosulfide,-739.60647784,13,0.2531989,"[-88.8795848, -77.10603292, -7.96157969, -6.59683123, -5.92238389, -5.92060115, -5.92051676, -4.75979793, -4.75791435, -4.75415814, -0.77469208, -0.54301226, -0.35166881, -0.34165429, -0.33254933, -0.20165393]","[0.000121, 0.000244, -0.008026, -8.4e-05, -2e-06, 0.006658]",-1,484.6
cyclopropane,-117.95529844,12,0.0002386943,"[-10.17196984, -10.17155538, -10.17154853, -0.85352351, -0.59857709, -0.59857445, -0.49764939, -0.46895926, -0.36602281, -0.36601878, -0.29933898, -0.29933629]","[-0.0, 1e-06, -0.004122, -0.0, -0.003402, 0.002031, 1e-06, 0.003403, 0.00203, 0.001947, -0.0, 0.000536, 0.001937, 0.000453, -0.000258, 0.001937, -0.000453, -0.000258, -0.001947, -0.0, 0.000536, -0.001937, 0.000453, -0.000258, -0.001937, -0.000453, -0.000258]",-1,151.2
formyl_radical,-113.91005786,21,0.6709545,"[-19.20157007, -10.28874469, -1.11009747, -0.63851747, -0.51206325, -0.44535586, -0.43988302, -0.23861586]","[-0.065397, 0.021266, -2e-06, 0.019966, 0.014256, -0.0, 0.036293, -0.008917, -9e-06]",-1,237.1
spiropentane,-195.36482181,12,1.335492e-06,"[-10.18505895, -10.17267299, -10.17265977, -10.17243733, -10.17243728, -0.88326288, -0.7991752, -0.60481147, -0.60481143, -0.54271001, -0.48866703, -0.47449962, -0.4744996, -0.37650013, -0.36302647, -0.35141704, -0.29103617, -0.29103615, -0.27523233]","[-0.0, 0.0, -1e-06, 0.001915, -3e-06, 0.001155, -0.001915, -3e-06, 0.001157, 0.0, -0.001915, -0.001154, -0.0, 0.001914, -0.001157, -0.001231, 4e-05, -0.000773, -0.001231, -4e-05, -0.000773, 0.001231, -4e-05, -0.000773, 0.001231, 4e-05, -0.000773, -4e-05, 0.001231, 0.000773, 4e-05, 0.001231, 0.000773, 4e-05, -0.001231, 0.000773, -4e-05, -0.001231, 0.000773]",-1,307.6
acetonitrile,-132.67470445,28,1.831371,"[-14.31779957, -10.24384288, -10.2240869, -0.91720686, -0.86174694, -0.59542658, -0.51080068, -0.3841544, -0.37002367, -0.34471413, -0.29046917]","[-0.007307, 0.017872, -2.1e-05, -0.012343, 0.000236, 2e-05, 0.006777, -0.013559, 0.0, 0.039786, -0.010342, 0.032882, 0.039808, -0.010332, -0.03285, -0.066526, 0.015991, -9e-06]",-1,224.4
disilane,-582.66705533,12,4.203845e-06,"[-66.09388498, -66.09388344, -5.26763212, -5.26753185, -3.6255067, -3.62507124, -3.62507113, -3.6250097, -3.62500959, -3.62482066, -0.57379516, -0.51007786, -0.37104503, -0.37103746, -0.34635818, -0.3463498, -0.29743059]","[-0.000388, -0.000117, 0.002434, 0.00038, -0.000113, -0.002451, -0.003463, -0.0, -0.002868, 0.001718, -0.002978, -0.00286, 0.001718, 0.002978, -0.00286, 0.003463, 0.0, 0.002868, -0.001718, -0.002978, 0.00286, -0.001718, 0.002978, 0.002861]",-1,242.4
methylene_chloride,-959.81294349,28,0.6532406,"[-101.5350529, -101.53504559, -10.29660265, -9.47042695, -9.47042468, -7.23213417, -7.23212986, -7.22355362, -7.22355135, -7.22317584, -7.22317299, -0.91152167, -0.83305591, -0.67602437, -0.50894878, -0.47085352, -0.45290604, -0.33910881, -0.33480191, -0.31665717, -0.31413378]","[-2e-06, 2e-06, 0.009344, 0.007946, 0.0, -0.005324, -0.007946, 0.0, -0.005325, 5e-05, -0.003311, 0.001246, -4.6e-05, 0.003265, 0.001203]",-1,558.1
methlidyne_radical,-38.50030989,9,0.5556812,"[-10.28885321, -0.65152326, -0.3295728, -0.26271185]","[-0.0, 1.3e-05, -0.006364, -0.0, -0.0, 0.005213]",-1,66.2
trifluoro_acetonitrile,-430.67043175,12,0.600661,"[-24.76512081, -24.7651168, -24.76509016, -14.37627948, -10.50471603, -10.26396125, -1.37687961, -1.28752562, -1.28751523, -0.96108661, -0.80176659, -0.68916509, -0.65560127, -0.65559532, -0.52594555, -0.52594459, -0.49385761, -0.49385708, -0.48268156, -0.46748712, -0.41490545, -0.39650111, -0.39650104]","[5.5e-05, -2e-06, -0.019619, -5e-05, -1e-06, -0.017659, 2.3e-05, 1e-06, 0.019271, -0.002936, 8e-06, 0.006132, 0.001582, -0.002419, 0.006282, 0.00158, 0.002421, 0.006274]",-1,391.2
acetyl_radical,-153.26026855,16,1.034574,"[-19.17652138, -10.27945413, -10.21018229, -1.09152463, -0.77301313, -0.55808101, -0.47826504, -0.47185055, -0.46748381, -0.39972816, -0.39796546, -0.21128859]","[-0.005046, -0.001385, 1e-06, 0.022954, -0.043861, -1e-06, 0.000253, 0.001142, 0.0, 0.000739, -8.1e-05, 0.00169, 0.000739, -8.1e-05, -0.001691, -0.027835, 0.013165, -1e-06]",-1,367.2
silylene_t,-290.61989905,10,0.04628777,"[-66.12754876, -5.29834606, -3.65923241, -3.65873718, -3.65245663, -0.53411063, -0.37937679, -0.26530783, -0.19906051]","[0.000169, -0.000268, 0.034492, -0.0, 0.006699, -0.002653, -0.0, -0.006699, -0.002652]",-1,191.8
oxygen_water,-152.95576932,29,0.9783549,"[-19.16201473, -19.10518733, -1.04830612, -0.9899978, -0.56725803, -0.51625613, -0.42932818, -0.37383057, -0.34766447, -0.29781487]","[0.000321, 0.000219, -0.000357, -0.000231, -4.4e-05, 0.000662, 0.000216, -0.000701, 0.000419, -0.000494, 0.000324, 0.000389, -0.000105, -2.5e-05, -0.001017, 0.000466, 0.000191, -0.000406]",-1,213.1
chlorine_monofluoride,-560.05660714,12,0.3334385,"[-101.61115035, -24.74196493, -9.54030045, -7.3079007, -7.29083605, -7.29083593, -1.25246129, -0.84171837, -0.54791482, -0.49940799, -0.4994078, -0.33890538, -0.33890522]","[-2e-06, 1.5e-05, 0.00654, 5e-05, 0.000105, -0.011685]",-1,160.1
sodium_hydride,-162.87862624,9,2.373177,"[-38.44708241, -2.21688166, -1.14948915, -1.14948904, -1.14675916, -0.18629557]","[-0.000159, -0.000182, 0.001808, -0.0, -0.0, 0.000559]",-1,44.2
nitrogen_tribromide,-7777.40930886,29,0.2152354,"[-482.8213334, -482.82122141, -482.8211269, -62.49250746, -62.49244137, -62.4924381, -56.30523257, -56.30514046, -56.30511896, -56.30047796, -56.300474, -56.30041934, -56.3003993, -56.30039645, -56.30036719, -14.4743737, -8.72923384, -8.72917005, -8.72916126, -6.56035586, -6.56029453, -6.56028972, -6.54595357, -6.54592106, -6.5458831, -6.54587912, -6.54585631, -6.54585202, -2.67458956, -2.67451839, -2.6744919, -2.67051111, -2.67047044, -2.67045037, -2.67042025, -2.67040714, -2.67039459, -2.65876746, -2.65876463, -2.65869968, -2.6586966, -2.65869387, -2.65869158, -0.96724006, -0.8059425, -0.80590897, -0.68962933, -0.47619271, -0.47617929, -0.43114538, -0.34283606, -0.34282507, -0.30915566, -0.30913585, -0.29427458, -0.28134349]","[0.001357, -0.000153, -1.8e-05, -4.5e-05, -0.010286, -5.2e-05, 0.00101, 0.007456, -0.015757, 0.001838, 0.00709, 0.015605]",-1,2089.4
phosphorus_pentafluoride,-841.03849253,15,0.0002367598,"[-77.32287615, -24.75473267, -24.75469306, -24.75468835, -24.71062409, -24.71061422, -6.78396103, -4.94816177, -4.94816091, -4.94536566, -1.3519684, -1.28887487, -1.28886161, -1.24983289, -1.21822652, -0.7239302, -0.62827269, -0.62826629, -0.61373087, -0.5574406, -0.55743304, -0.53808436, -0.53807539, -0.51385332, -0.4966986, -0.4758291, -0.45995761, -0.45995707, -0.43463017, -0.43462602]","[-0.000531, -0.000141, -0.000194, -0.011422, -1.6e-05, 1e-05, 0.005749, -0.00993, 4e-06, 0.005782, 0.009937, 3e-06, -3.6e-05, 1.4e-05, -0.008825, -1.9e-05, 2e-06, 0.008852]",-1,839.1
aminyl_radical,-55.91177439,10,0.6916221,"[-14.35608598, -0.86430397, -0.48375147, -0.34026934, -0.3257192]","[-1.4e-05, -3.3e-05, 0.001434, -1e-06, -0.002777, -0.002308, -1e-06, 0.002777, -0.002308]",-1,95.4
allene,-116.71867434,11,2.122532e-06,"[-10.20180551, -10.18297043, -10.18293082, -0.79650561, -0.7102303, -0.52739017, -0.4589963, -0.45046867, -0.45046861, -0.27595479, -0.27595477]","[1e-06, -1e-06, 2.8e-05, -3e-06, -0.0, 0.008578, 1e-06, 1e-06, -0.008579, -0.0, 0.003044, 0.000915, -0.0, -0.003044, 0.000915, 0.003044, -0.0, -0.000915, -0.003044, -0.0, -0.000915]",-1,131.2
methane,-40.5428664,10,6.652918e-08,"[-10.15370088, -0.69735192, -0.39603561, -0.39603561, -0.3960356]","[-0.0, -0.0, 0.0, -0.000224, -0.000224, -0.000224, -0.000224, 0.000224, 0.000224, 0.000224, -0.000224, 0.000224, 0.000224, 0.000224, -0.000224]",-1,38.0
carbon_monosulfide,-436.27367046,12,0.7741251,"[-88.90577342, -10.27699049, -7.99094087, -5.95023425, -5.95023388, -5.94903293, -0.84069492, -0.52898435, -0.36121416, -0.36121414, -0.3186333]","[-2e-06, 1e-06, -0.004378, -0.000168, 0.00015, 0.004377]",-1,136.0
sulfur_hexafluoride,-997.53855829,12,1.522172e-05,"[-89.26935788, -24.75176611, -24.7517654, -24.75175379, -24.75175369, -24.75175272, -24.75173088, -8.2964417, -6.26130021, -6.26130012, -6.26129997, -1.42439514, -1.30083368, -1.30083363, -1.30083311, -1.24852295, -1.24852254, -0.82368117, -0.68129505, -0.68129505, -0.68129467, -0.58169962, -0.58169935, -0.58169931, -0.54756001, -0.54755962, -0.49135059, -0.49135047, -0.49135046, -0.4875623, -0.48756202, -0.487562, -0.4444304, -0.44443008, -0.44443004]","[-1.9e-05, -3.2e-05, -6.1e-05, 1.1e-05, 1e-06, -0.014525, 1.4e-05, -0.014522, -3e-06, -0.014541, -1.2e-05, -5e-06, -8e-06, 0.014528, -5e-06, 0.01453, 1.1e-05, 3e-06, -6e-06, 4e-06, 0.014543]",-1,922.9
nonane,-355.19671815,19,0.03691061,"[-10.16246278, -10.16246247, -10.16048407, -10.16038126, -10.16027537, -10.16013344, -10.16006732, -10.1559223, -10.15592144, -0.81553664, -0.79617655, -0.76439776, -0.72207596, -0.67233654, -0.62095164, -0.58320979, -0.57754801, -0.57268927, -0.48888692, -0.47126456, -0.44375201, -0.43786348, -0.43193463, -0.41003599, -0.40390219, -0.40334487, -0.37558701, -0.37167295, -0.35087861, -0.34694694, -0.3425225, -0.33152315, -0.32919748, -0.32519648, -0.32246108, -0.32237292, -0.29953739]","[-0.0, -0.0, 0.000864, -0.0, 6.2e-05, -0.00076, 1e-06, -6.7e-05, -0.000759, 1e-06, 9e-05, 0.000753, 0.0, -8.9e-05, 0.000756, -0.0, -0.000966, -0.000497, -0.0, 0.000965, -0.000497, 0.0, -0.001187, 0.000443, 0.0, 0.001186, 0.000444, -2e-05, -0.0, -0.000616, 2e-05, -0.0, -0.000616, -3.2e-05, -1.3e-05, 0.000621, 3.2e-05, -1.3e-05, 0.000621, 3.2e-05, 1.2e-05, 0.000621, -3.2e-05, 1.2e-05, 0.000621, -6.8e-05, -5.4e-05, -0.000618, 6.8e-05, -5.4e-05, -0.000618, 6.8e-05, 5.4e-05, -0.000618, -6.8e-05, 5.4e-05, -0.000618, 0.000287, -0.000351, 0.00077, -0.000287, -0.000351, 0.00077, -0.000287, 0.000351, 0.00077, 0.000286, 0.000351, 0.00077, 0.0, -0.000899, 0.000186, 0.000545, -0.000688, -0.000692, -0.000545, -0.000688, -0.000692, -0.0, 0.000899, 0.000186, -0.000545, 0.000688, -0.000692, 0.000545, 0.000688, -0.000692]",-1,1003.5
furan,-230.13365958,12,0.2696546,"[-19.19722034, -10.22682558, -10.22681392, -10.17811594, -10.17767509, -1.11548204, -0.8046938, -0.74917215, -0.60349719, -0.57570049, -0.54866512, -0.45766148, -0.45152463, -0.41828461, -0.40324514, -0.38120255, -0.28917675, -0.23855751]","[-4e-06, 0.0, 0.00565, -0.0, -0.001736, 0.003762, 1e-06, 0.001736, 0.003761, 2e-06, 0.002796, -0.006695, -1e-06, -0.002797, -0.006695, 0.0, 0.001182, 0.000584, 0.0, -0.001182, 0.000584, 0.0, -0.00173, -0.001928, 0.0, 0.00173, -0.001928]",-1,271.0
methanol_radical,-115.11358025,28,0.8307487,"[-19.18085202, -10.23529096, -1.02950284, -0.68488147, -0.49281437, -0.46978463, -0.44358925, -0.34406055, -0.30032296]","[-0.005554, -0.016066, -1e-06, 0.000762, 0.012354, -4e-06, 0.001426, 0.001741, 0.0, 0.001751, 0.00026, -0.000729, 0.001751, 0.00026, 0.000729]",-1,382.4
sodium_lithium,-169.82550472,10,0.01049039,"[-38.43502868, -2.20323303, -2.00934593, -1.13513036, -1.13513034, -1.13507548, -0.13232413]","[0.0, -0.0, -2e-06, -1.4e-05, 9.4e-05, 0.00139]",-1,50.0
ethylene_oxide,-153.86754325,11,0.7498484,"[-19.14378385, -10.22956732, -10.22920603, -1.08212264, -0.68357823, -0.6399084, -0.52276784, -0.49025611, -0.40394093, -0.39406446, -0.32534774, -0.28343633]","[-5e-06, 1.1e-05, -0.005791, 1e-06, -0.002091, 7.9e-05, 1e-06, 0.002091, 7.5e-05, -0.001103, -0.001332, 0.00071, 0.001103, -0.001332, 0.00071, 0.001103, 0.001332, 0.00071, -0.001103, 0.001332, 0.00071]",-1,114.9
chlorine_diatomic,-920.45472008,11,8.013921e-07,"[-101.57914311, -101.57913713, -9.51147076, -9.51141212, -7.27625057, -7.2760853, -7.26313087, -7.26313009, -7.26312345, -7.2631227, -0.94024517, -0.77240766, -0.47803443, -0.41485803, -0.41485802, -0.3108281, -0.31082809]","[0.000457, -0.000376, 0.015307, -4.4e-05, -0.000354, -0.015289]",-1,219.9
aziridine,-133.98958763,11,0.6724845,"[-14.31555142, -10.20294415, -10.20217045, -0.95649939, -0.66241311, -0.61883522, -0.52324848, -0.47314892, -0.38293729, -0.34858798, -0.34409151, -0.25631167]","[-0.003434, -0.002363, 0.001787, 0.003092, 0.001818, 0.001687, 0.006433, 0.002012, -0.001395, -0.002795, -0.000948, -0.001468, -0.000817, -0.007225, 0.001012, -9.2e-05, 0.007, -0.002181, 0.001725, -0.000519, -0.000605, -0.002114, 0.000208, 0.00133]",-1,110.7
methoxyethane,-194.44578883,17,0.4749103,"[-19.12812752, -10.21854384, -10.2130842, -10.1620474, -1.03509299, -0.76413191, -0.67570595, -0.60907513, -0.49068162, -0.48574855, -0.45593187, -0.42405132, -0.38747694, -0.36576579, -0.35749907, -0.32749075, -0.26479609]","[-0.003814, -0.007364, 1e-05, 0.002063, 0.001185, -0.0, -0.001222, 0.004107, 4e-06, 0.002708, -0.000687, 3e-06, -0.000252, 0.001535, 0.001674, -0.000252, 0.001535, -0.001674, 0.000193, -0.002258, -0.0, 0.000297, 0.001222, -0.001437, 0.000297, 0.001223, 0.001438, 0.000718, -0.000848, -0.001534, 0.000718, -0.000848, 0.001534, -0.001318, 0.001811, -0.0]",-1,292.6
ethane,-79.87303053,10,1.188277e-06,"[-10.16060742, -10.16038889, -0.75324036, -0.61755056, -0.4374302, -0.43742589, -0.36763487, -0.34725207, -0.34724753]","[1e-06, -1.4e-05, 0.004199, -0.0, 1.3e-05, -0.0042, 0.0, -0.000961, -0.000583, 0.000794, 0.000461, -0.000582, -0.000794, 0.000461, -0.000582, 0.0, 0.000961, 0.000583, -0.000794, -0.000461, 0.000582, 0.000794, -0.000461, 0.000582]",-1,73.8
carbon_tetrabromide,-10335.06551618,20,7.159727e-05,"[-482.8109917, -482.81098809, -482.81098405, -482.8109454, -62.48284516, -62.48284409, -62.48283789, -62.48283744, -56.29493863, -56.29493585, -56.29493136, -56.29492343, -56.29101964, -56.29101657, -56.29101594, -56.29101412, -56.29101092, -56.29100287, -56.29100072, -56.29099528, -10.38997355, -8.71990905, -8.71990773, -8.71990209, -8.7199009, -6.54944478, -6.54944349, -6.54943742, -6.54943663, -6.53751022, -6.53750936, -6.53750846, -6.53750739, -6.53750296, -6.53750248, -6.53750238, -6.53750136, -2.66411452, -2.66407138, -2.66406749, -2.6640646, -2.66062542, -2.66062407, -2.66062064, -2.66061776, -2.66061698, -2.66059315, -2.66059146, -2.66058968, -2.65087046, -2.65087008, -2.65086872, -2.65086801, -2.65086411, -2.65086268, -2.65086155, -2.65086085, -0.91272006, -0.80291173, -0.80290949, -0.80290743, -0.61537709, -0.46576898, -0.46576784, -0.46576693, -0.34881419, -0.34881391, -0.32444637, -0.32444589, -0.32444571, -0.2946934, -0.29469253, -0.29469129]","[-4e-06, -5e-06, 3e-06, -0.005324, -0.004765, -0.004808, 0.005152, 0.005089, -0.004774, 0.004911, -0.004848, 0.005007, -0.005061, 0.004602, 0.00528]",-1,2355.8
beryllium_diatomic,-29.3534429,10,5.814318e-08,"[-4.08219471, -4.08215739, -0.29535288, -0.18711892]","[-0.0, -0.0, 0.000611, -0.0, -0.0, -0.000611]",-1,36.2
tetrachloroethylene,-1917.17747754,12,6.460238e-06,"[-101.56086311, -101.56084894, -101.56083536, -101.56080474, -10.31617624, -10.31538667, -9.49572116, -9.49572032, -9.49571962, -9.49571778, -7.25761475, -7.25761391, -7.25761227, -7.25761202, -7.24887468, -7.24887389, -7.24886443, -7.2488636, -7.24834751, -7.24834714, -7.24834658, -7.24834629, -0.96846437, -0.91605287, -0.87410017, -0.85125538, -0.73804206, -0.57608184, -0.5201951, -0.51796062, -0.46029596, -0.44892313, -0.39374616, -0.37163892, -0.3617165, -0.35938901, -0.3535624, -0.34716918, -0.3180166, -0.26201785]","[-2e-06, 1e-06, 0.012756, -2e-06, -0.0, -0.012757, -1.5e-05, -0.002813, -0.001002, 1.1e-05, 0.002927, -0.000759, -0.000268, 0.002838, 0.000891, -1.8e-05, -0.002811, 0.000979]",-1,874.1
silicon_monoxide,-364.80440051,12,1.261627,"[-66.14004819, -19.11304852, -5.30934852, -3.66876615, -3.66876613, -3.66188687, -0.94444193, -0.44133068, -0.33832854, -0.33832853, -0.31630052]","[5.8e-05, 0.00013, -0.000861, -1e-06, 1.1e-05, 0.000738]",-1,135.5
trimethylamine,-174.56031618,17,0.2464732,"[-14.30889297, -10.18939639, -10.18938994, -10.18938717, -0.92495998, -0.70475629, -0.70473731, -0.59198461, -0.47073217, -0.46790235, -0.4678946, -0.39651879, -0.39650929, -0.36815587, -0.36323984, -0.36323445, -0.22062944]","[-8.6e-05, 1.4e-05, 0.003002, 0.007032, 0.006815, 0.014653, -0.009401, 0.002649, 0.014686, 0.002337, -0.009572, 0.014625, 0.001811, 0.001749, -0.009248, -0.002416, 0.000691, -0.009249, 0.000614, -0.002446, -0.009255, -0.010674, 0.003687, -0.003281, 0.003328, -0.010823, -0.003292, 0.002149, -0.011089, -0.00328, 0.007667, 0.008278, -0.003283, 0.008559, 0.00742, -0.003295, -0.011043, 0.002529, -0.003297]",-1,355.4
carbonyl_fluoride,-313.17855466,14,0.4343258,"[-24.76580365, -24.76579746, -19.18392149, -10.44531931, -1.35326204, -1.28214644, -1.12537211, -0.71053977, -0.64168472, -0.59407806, -0.56326323, -0.4985745, -0.49104802, -0.47812453, -0.41641083, -0.3722415]","[-3e-06, -8e-06, 0.004256, -2e-06, -3e-06, -0.013235, 4e-06, -0.003866, 0.003067, -6e-06, 0.003866, 0.003067]",-1,252.5
phosphorus_mononitride,-396.13335098,13,1.149189,"[-77.0999055, -14.35394835, -6.59556578, -4.75661802, -4.75661798, -4.75160541, -0.855268, -0.50070935, -0.33997321, -0.33997321, -0.33293315]","[-1e-06, -4e-06, -0.013999, 0.000522, 1.5e-05, 0.016391]",-1,139.4
carbon_tetrachloride,-1879.06581829,13,1.515185e-05,"[-101.55935999, -101.55933556, -101.5593349, -101.55933442, -10.41856284, -9.49493575, -9.49493506, -9.49493488, -9.49492997, -7.25717273, -7.25717214, -7.25717162, -7.25716933, -7.24752212, -7.24752195, -7.24752162, -7.2475214, -7.24752133, -7.24752074, -7.24752063, -7.24751992, -0.98843086, -0.86138257, -0.86138219, -0.86138185, -0.63661562, -0.51025117, -0.51025099, -0.51025076, -0.38485263, -0.38485259, -0.35854879, -0.35854869, -0.35854859, -0.32450483, -0.32450466, -0.32450443]","[-1e-06, -2e-06, 3e-06, -0.004645, -0.004804, -0.004652, 0.00467, 0.004704, -0.004728, 0.004683, -0.004699, 0.00472, -0.004739, 0.004663, 0.004707]",-1,951.6
acrylonitrile,-170.91316327,28,1.605614,"[-14.33324002, -10.24071438, -10.23057483, -10.22389031, -0.91118866, -0.82558132, -0.66733427, -0.54936116, -0.49134815, -0.42714086, -0.38884508, -0.3773552, -0.34396674, -0.30073525]","[-0.00481, 0.005387, 0.0, 0.003457, -0.007762, -0.0, -0.055996, -0.014817, -0.0, 0.000307, 0.003051, -0.0, -0.002641, -0.000685, -0.0, -0.00124, -0.002767, -0.0, 0.061234, 0.017766, 2e-06]",-1,304.9
sodium_hydroxide,-238.19813167,12,2.608313,"[-38.44379054, -18.9790646, -2.21488971, -1.14789904, -1.14789903, -1.14589856, -0.82304967, -0.3397107, -0.18648546, -0.18648546]","[2e-05, 2e-06, -0.0132, -1.1e-05, -1.9e-05, 0.002098, 0.0, 0.0, 0.011944]",-1,108.9
methylene_t,-39.17296661,10,0.232046,"[-10.22568399, -0.68376988, -0.46388767, -0.28357375, -0.2504121]","[-2.6e-05, 0.0, 0.021736, 0.0, 0.002731, -6.4e-05, 0.0, -0.002731, -6.4e-05]",-1,89.5
carbon_monophosphide,-379.35164294,18,0.4191061,"[-77.08422857, -10.26971882, -6.57832965, -4.73999024, -4.73697299, -4.7369727, -0.73863624, -0.46740932, -0.33868452, -0.30663298, -0.30663294]","[3e-06, 1e-06, -0.036468, -0.000197, -0.000154, 0.010235]",-1,347.9
formic_acid,-189.85551214,14,0.57502,"[-19.20170246, -19.13346944, -10.32212754, -1.13149972, -1.04302161, -0.67231632, -0.54947486, -0.50624682, -0.46684954, -0.42024223, -0.34971458, -0.30000119]","[0.031468, -0.003251, -1e-06, 0.004099, 0.013186, -2e-06, -0.002697, -0.018793, -2e-06, -0.032828, 0.006271, -0.0, 9.8e-05, 0.002694, -0.0]",-1,163.4
aluminum_trifluoride,-542.3910507,28,4.459325e-05,"[-56.08298357, -24.6755303, -24.6755121, -24.67550969, -4.19135325, -2.7491004, -2.74235188, -2.74235159, -1.1887262, -1.17661455, -1.17660891, -0.52002655, -0.47893081, -0.47892666, -0.45858394, -0.4468631, -0.44686051, -0.43990333, -0.43989844, -0.42219367]","[-2e-06, 8.2e-05, 0.000438, 1e-06, -7e-06, -0.00142, 9e-06, -0.001102, 0.000664, -6e-06, 0.000973, 0.000611]",-1,535.8
vinyl_radical,-77.9442326,16,0.2733997,"[-10.20903626, -10.18537928, -0.77412023, -0.58489151, -0.47221076, -0.43937906, -0.29396402, -0.24626137]","[0.021869, -0.025171, -6e-06, -0.016304, 0.005262, -4e-06, -7e-05, -0.000332, 0.0, 0.001935, -0.002269, 0.0, 0.00056, -0.001121, 1e-06]",-1,183.7
nitrous_oxide,-184.75567625,15,0.01953679,"[-19.23388387, -14.55163608, -14.42139148, -1.25363721, -1.09569323, -0.61456771, -0.57363849, -0.57363848, -0.48735536, -0.35360885, -0.35360884]","[1e-06, -0.0, -0.01831, 2e-06, 2e-06, 0.015706, -1.2e-05, -1.1e-05, 0.002453]",-1,146.9
2_butyne,-156.05519612,10,5.841591e-05,"[-10.19728798, -10.1972806, -10.16487472, -10.16255721, -0.780992, -0.74100759, -0.6667025, -0.47871877, -0.43491517, -0.43029132, -0.43028866, -0.41768456, -0.4176814, -0.25367443, -0.25367373]","[-1e-06, 2e-06, 0.018263, 8e-06, 2e-06, -0.018263, 2e-06, -0.000433, -0.006458, 2e-06, -0.000433, 0.006456, 0.0, 0.01474, 0.004401, -0.012738, -0.007349, 0.004401, 0.012735, -0.007348, 0.004399, 0.0, 0.01474, -0.004401, 0.012735, -0.007348, -0.004399, -0.012738, -0.007349, -0.004401]",-1,146.0
hydrogen_diatomic,-1.18070628,7,3.329423e-10,"[-0.4346359]","[0.0, -0.0, 0.000245, 0.0, 0.0, -0.000245]",-1,7.6
beryllium_dihydride,-15.92621035,8,7.593653e-08,"[-4.03521292, -0.3532963, -0.31877408]","[0.0, 0.0, -0.0, -0.0, -0.0, 0.000725, -0.0, -0.0, -0.000725]",-1,20.8
beryllium_monohydride,-15.26816515,9,0.1340789,"[-4.07348396, -0.34754926, -0.20108698]","[0.0, 0.0, -0.012022, -0.0, -0.0, 0.002272]",-1,47.1
sodium_monoxide,-237.50578243,15,3.055596,"[-38.45536829, -19.04743514, -2.22578639, -1.15932099, -1.15847292, -1.15606492, -0.80845171, -0.27608303, -0.22458119, -0.21273911]","[-2.5e-05, 0.000134, 0.001594, -1.1e-05, -1e-05, -0.00423]",-1,227.6
phosphino_radical,-342.55081976,11,0.1934472,"[-77.0692371, -6.56272904, -4.72913671, -4.72183769, -4.71907367, -0.63946643, -0.39129803, -0.31659971, -0.25262152]","[-0.000257, -0.000714, 0.000497, 0.0, 0.000854, 0.00122, 1e-06, -0.000854, 0.00122]",-1,230.5
